"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"ENSG00000118242",46.7280998500787,-1.44548729751667,0.278933636359767,-5.18219070450251,2.19294824776308e-07,7.44349868160578e-07,"MREG","55686","melanoregulin"
"ENSG00000106351",153.654553260021,-0.754084052514343,0.14558075311281,-5.17983343533061,2.22084111679465e-07,7.53643941499415e-07,"AGFG2","3268","ArfGAP with FG repeats 2"
"ENSG00000147457",947.618917492255,0.340408255100847,0.0657547816861621,5.17693537065587,2.25560308705284e-07,7.65145336803716e-07,"CHMP7","91782","charged multivesicular body protein 7"
"ENSG00000099290",904.892264875902,0.361777668610523,0.0698827816655141,5.1769214102285,2.25577180649487e-07,7.65145336803716e-07,"WASHC2A","387680","WASH complex subunit 2A"
"ENSG00000154144",470.414155580041,0.464519555432554,0.089746937646419,5.17588195892151,2.26836846075828e-07,7.6924101184205e-07,"TBRG1","84897","transforming growth factor beta regulator 1"
"ENSG00000112339",1138.96630119872,-0.323219088198145,0.062482831123238,-5.17292642455084,2.30455777107838e-07,7.81215079104712e-07,"HBS1L","10767","HBS1 like translational GTPase"
"ENSG00000086062",1864.17921605082,-0.272421357408685,0.05266305861388,-5.17291180153531,2.30473820324826e-07,7.81215079104712e-07,"B4GALT1","2683","beta-1,4-galactosyltransferase 1"
"ENSG00000113240",145.667603822942,0.810543225939671,0.156704217918885,5.17244038931508,2.31056223741352e-07,7.83009111404932e-07,"CLK4","57396","CDC like kinase 4"
"ENSG00000147403",10286.0124291767,-0.188377565624778,0.0364295612934552,-5.17100834971134,2.3283416242899e-07,7.88852847328382e-07,"RPL10","6134","ribosomal protein L10"
"ENSG00000168067",283.756179411452,-0.581846016822192,0.112526724161962,-5.17073629535976,2.33173420423954e-07,7.89820701036136e-07,"MAP4K2","5871","mitogen-activated protein kinase kinase kinase kinase 2"
"ENSG00000101265",181.496631622933,0.760096889278797,0.1470723626964,5.16818303142282,2.36380760968069e-07,8.00500839877621e-07,"RASSF2","9770","Ras association domain family member 2"
"ENSG00000134698",225.735537429181,0.639544178595561,0.123790800804266,5.16633040937176,2.3873461461306e-07,8.0828641170854e-07,"AGO4","192670","argonaute 4, RISC catalytic component"
"ENSG00000115457",1753.34782467821,0.306497767834073,0.0593432188496541,5.16483220451159,2.40654708567756e-07,8.14600159593843e-07,"IGFBP2","3485","insulin like growth factor binding protein 2"
"ENSG00000269556",165.103101771086,-0.727682554386258,0.14090452823345,-5.16436599667428,2.41255236430934e-07,8.16445390245488e-07,"TMEM185A","84548","transmembrane protein 185A"
"ENSG00000198589",665.490420059708,-0.440101114522495,0.0852347986813898,-5.1633971257163,2.42507884760671e-07,8.20496144536908e-07,"LRBA","987","LPS responsive beige-like anchor protein"
"ENSG00000154319",65.5685925372231,1.20327471259541,0.233049284673976,5.16317702617597,2.42793324930073e-07,8.21273358462112e-07,"FAM167A","83648","family with sequence similarity 167 member A"
"ENSG00000162512",5737.50204818428,-0.240130195495096,0.0465168782192154,-5.16221648330438,2.44042826387514e-07,8.2531050374006e-07,"SDC3","9672","syndecan 3"
"ENSG00000163104",889.670281894946,0.349244088037546,0.0676585069499323,5.16186513391419,2.44501421551124e-07,8.26671702413506e-07,"SMARCAD1","56916","SWI/SNF-related, matrix-associated actin-dependent regulator of chromatin, subfamily a, containing DEAD/H box 1"
"ENSG00000197150",359.129190351176,-0.51780889515548,0.100345960199207,-5.1602365867796,2.46637960776667e-07,8.33704189432686e-07,"ABCB8","11194","ATP binding cassette subfamily B member 8"
"ENSG00000163898",19.1195209153036,-2.46012247485944,0.476750619001003,-5.16018726942495,2.46702942215766e-07,8.33732621503315e-07,"LIPH","200879","lipase H"
"ENSG00000198938",65462.130656561,0.200444516589552,0.0388461009411151,5.15996488021786,2.46996171763331e-07,8.34532228209071e-07,"COX3","4514","cytochrome c oxidase III"
"ENSG00000138442",547.458407670213,0.423253614463794,0.0820277313603666,5.15988443718313,2.47102322195706e-07,8.34699524299866e-07,"WDR12","55759","WD repeat domain 12"
"ENSG00000059588",156.123764069646,-0.759275501866498,0.147164529869888,-5.15936484516881,2.47789024032467e-07,8.36827368512947e-07,"TARBP1","6894","TAR (HIV-1) RNA binding protein 1"
"ENSG00000122335",160.161180708218,-0.753354420089239,0.146027533619302,-5.15898886612201,2.48287073725644e-07,8.38317272066103e-07,"SERAC1","84947","serine active site containing 1"
"ENSG00000182054",937.616010890023,-0.400200723709318,0.0775915419060323,-5.15778799954746,2.49884316016062e-07,8.4351696047749e-07,"IDH2","3418","isocitrate dehydrogenase (NADP(+)) 2, mitochondrial"
"ENSG00000075292",1460.6708638736,0.301029421894037,0.0583716788890672,5.15711433392433,2.50784682874228e-07,8.46362412686141e-07,"ZNF638","27332","zinc finger protein 638"
"ENSG00000100711",494.940200652924,-0.44911790584259,0.0871157971007095,-5.15541291923658,2.53072630248327e-07,8.53888375595203e-07,"ZFYVE21","79038","zinc finger FYVE-type containing 21"
"ENSG00000122203",2557.80403685118,0.247819559537801,0.0480741018682298,5.15494933669421,2.53699511829707e-07,8.55807600216577e-07,"KIAA1191","57179","KIAA1191"
"ENSG00000125844",12024.8490711191,-0.212925129119198,0.0413180038117852,-5.15332565651356,2.55906989715921e-07,8.63056570808523e-07,"RRBP1","6238","ribosome binding protein 1"
"ENSG00000130935",666.07311837386,-0.38659256848157,0.0750315356781095,-5.15240112024467,2.57172223060903e-07,8.6712519411384e-07,"NOL11","25926","nucleolar protein 11"
"ENSG00000042317",203.00417750495,0.665495275088932,0.129212717198863,5.15038526791997,2.59951913879168e-07,8.76297188186455e-07,"SPATA7","55812","spermatogenesis associated 7"
"ENSG00000072657",2884.73946694194,0.249124082454442,0.0483763510005175,5.14970801439275,2.60892285538279e-07,8.79266065461502e-07,"TRHDE","29953","thyrotropin releasing hormone degrading enzyme"
"ENSG00000008283",162.31792562601,0.752781498556272,0.146213270431877,5.14851693237382,2.625540886675e-07,8.8466441673105e-07,"CYB561","1534","cytochrome b561"
"ENSG00000189306",571.13947246211,-0.428054007960607,0.0831566902676982,-5.14755946373785,2.63897361731129e-07,8.88987272501345e-07,"RRP7A","27341","ribosomal RNA processing 7 homolog A"
"ENSG00000074054",1682.10641215835,0.28960517161159,0.0562694440967434,5.14675729004316,2.65027873126699e-07,8.92591589154774e-07,"CLASP1","23332","cytoplasmic linker associated protein 1"
"ENSG00000131116",279.888281169832,0.567331551893369,0.1102366481335,5.14648768353619,2.65408881474886e-07,8.9367057235021e-07,"ZNF428","126299","zinc finger protein 428"
"ENSG00000136930",2173.65091998017,-0.254393302780844,0.0494955542236607,-5.13972025914268,2.75147790611355e-07,9.26251287809536e-07,"PSMB7","5695","proteasome subunit beta 7"
"ENSG00000177963",2484.28949444454,-0.240835164530503,0.0468635454235842,-5.13907264919188,2.76097646503114e-07,9.29236609765446e-07,"RIC8A","60626","RIC8 guanine nucleotide exchange factor A"
"ENSG00000148459",73.3193467010995,-1.10562546376653,0.215315041807343,-5.13491976448077,2.82264419210021e-07,9.49774659889791e-07,"PDSS1","23590","decaprenyl diphosphate synthase subunit 1"
"ENSG00000189337",242.360447435594,-0.616800098123071,0.120164472455435,-5.13296555562061,2.85212118776932e-07,9.59474139816121e-07,"KAZN","23254","kazrin, periplakin interacting protein"
"ENSG00000204713",1088.34920847489,0.340264213435244,0.0662939651509163,5.13265743964239,2.85679581044895e-07,9.60827399689561e-07,"TRIM27","5987","tripartite motif containing 27"
"ENSG00000120699",227.813049950993,-0.62891995098058,0.12256887047364,-5.13115563968451,2.87968669264794e-07,9.68305326859352e-07,"EXOSC8","11340","exosome component 8"
"ENSG00000142507",1325.33893519304,-0.296100282906782,0.057715487224447,-5.13034364165188,2.89213707949823e-07,9.72269988084965e-07,"PSMB6","5694","proteasome subunit beta 6"
"ENSG00000175745",1903.62823890745,0.274278082214572,0.0534630372585461,5.13023756746497,2.89376735156571e-07,9.72596196747443e-07,"NR2F1","7025","nuclear receptor subfamily 2 group F member 1"
"ENSG00000162643",78.5600257672612,1.08928922784811,0.212463886332102,5.12693826067665,2.94492035252775e-07,9.89563067842089e-07,"WDR63","126820","WD repeat domain 63"
"ENSG00000131386",222.731309004722,-0.649836808081111,0.126750712667392,-5.12688879143703,2.94569393648299e-07,9.89597383995584e-07,"GALNT15","117248","polypeptide N-acetylgalactosaminyltransferase 15"
"ENSG00000100225",1372.35309159172,0.301166266471262,0.0587522341555452,5.12603938896913,2.95900726754334e-07,9.93843416341242e-07,"FBXO7","25793","F-box protein 7"
"ENSG00000267680",88.6767714656998,1.03468361361617,0.201958752851066,5.12324224134617,3.00326105603404e-07,1.00847713474208e-06,"ZNF224","7767","zinc finger protein 224"
"ENSG00000188554",3027.89066995673,0.233132704548582,0.0455100344242044,5.1226659680264,3.01245736359036e-07,1.01133477504772e-06,"NBR1","4077","NBR1, autophagy cargo receptor"
"ENSG00000226742",210.658161082588,0.660849097618656,0.12904991013582,5.1208799519747,3.0411320863619e-07,1.02072887016173e-06,"HSBP1L1","440498","heat shock factor binding protein 1 like 1"
"ENSG00000177200",1401.30858916199,0.307151825910688,0.0599831252495563,5.12063725644172,3.04504887638608e-07,1.02181080009513e-06,"CHD9","80205","chromodomain helicase DNA binding protein 9"
"ENSG00000101782",1169.9462175939,0.321379169302115,0.0627748976639912,5.11954907552902,3.06267066177705e-07,1.02749010273777e-06,"RIOK3","8780","RIO kinase 3"
"ENSG00000249459",61.8720827634714,1.27702537900334,0.249516957103168,5.11799035155485,3.08808396232842e-07,1.03578018745554e-06,"ZNF286B","729288","zinc finger protein 286B"
"ENSG00000150681",15.7264239200752,3.02178291972061,0.590888125648384,5.11396792143148,3.15460952234197e-07,1.05785290421561e-06,"RGS18","64407","regulator of G protein signaling 18"
"ENSG00000074047",668.267804456578,-0.407283614582465,0.0796581561584833,-5.11289281881138,3.17262329390043e-07,1.06365154926079e-06,"GLI2","2736","GLI family zinc finger 2"
"ENSG00000278259",417.170600321219,-0.465799999761218,0.0911098090539288,-5.11251208402276,3.17902643734293e-07,1.06555587067455e-06,"MYO19","80179","myosin XIX"
"ENSG00000148180",4889.86756414791,-0.214068325328424,0.041880655957991,-5.11138902750587,3.19798660573011e-07,1.07166727137905e-06,"GSN","2934","gelsolin"
"ENSG00000206530",65.0291341974168,1.23677546524485,0.241987864874669,5.11089870512889,3.20629874115939e-07,1.07420847572646e-06,"CFAP44","55779","cilia and flagella associated protein 44"
"ENSG00000102879",53.3306862020984,-1.33437378047125,0.26109410163862,-5.11070059452416,3.20966310204334e-07,1.07509124540715e-06,"CORO1A","11151","coronin 1A"
"ENSG00000161981",394.533925221562,-0.500367494495777,0.0979118799433829,-5.1103859387146,3.21501366754353e-07,1.07663875101696e-06,"SNRNP25","79622","small nuclear ribonucleoprotein U11/U12 subunit 25"
"ENSG00000197548",434.408671732499,-0.479642582342858,0.0938915180875186,-5.10847616603421,3.24767361548722e-07,1.08732879929693e-06,"ATG7","10533","autophagy related 7"
"ENSG00000211460",1088.63242277568,-0.319504549349695,0.062557988811173,-5.10733409787354,3.26735747603024e-07,1.09367055375275e-06,"TSN","7247","translin"
"ENSG00000083937",465.828729382211,-0.458557181329166,0.0898046858647989,-5.1061609638001,3.28769666319291e-07,1.10022873347269e-06,"CHMP2B","25978","charged multivesicular body protein 2B"
"ENSG00000135622",220.266524138659,-0.654889179531764,0.128299387254041,-5.10438275309172,3.31875958443566e-07,1.11037182191629e-06,"SEMA4F","10505","ssemaphorin 4F"
"ENSG00000121417",152.52182654718,0.78857691986977,0.154498328403227,5.10411295720723,3.32349723665984e-07,1.111704545481e-06,"ZNF211","10520","zinc finger protein 211"
"ENSG00000171649",166.89503867998,0.730581487019577,0.143177251866426,5.10263660948847,3.34953793834374e-07,1.12016088348786e-06,"ZIK1","284307","zinc finger protein interacting with K protein 1"
"ENSG00000099814",1677.93144658794,0.284857850561954,0.0558469161165756,5.10069078778385,3.38416052829021e-07,1.13148271020738e-06,"CEP170B","283638","centrosomal protein 170B"
"ENSG00000155115",823.966584741448,0.391109150684561,0.076681447306375,5.10044038581997,3.38864101604449e-07,1.13272377624095e-06,"GTF3C6","112495","general transcription factor IIIC subunit 6"
"ENSG00000168259",994.307086243284,-0.323808199880446,0.063527315673632,-5.09714909951481,3.44806750861575e-07,1.15232696013558e-06,"DNAJC7","7266","DnaJ heat shock protein family (Hsp40) member C7"
"ENSG00000117620",369.413873480079,-0.579473073329278,0.113688720420171,-5.09701464831041,3.45051638319628e-07,1.15288393687479e-06,"SLC35A3","23443","solute carrier family 35 member A3"
"ENSG00000129173",24.145160242982,-2.11266768237961,0.415067355386037,-5.08993939167948,3.58177977959375e-07,1.19647031712721e-06,"E2F8","79733","E2F transcription factor 8"
"ENSG00000105290",318.746164028591,0.528144487605308,0.103796070985802,5.08828978389318,3.61306985701623e-07,1.20664907212112e-06,"APLP1","333","amyloid beta precursor like protein 1"
"ENSG00000173641",36.4061210182215,-1.62638878139913,0.319779774366038,-5.0859651290437,3.65761257116134e-07,1.22124816660117e-06,"HSPB7","27129","heat shock protein family B (small) member 7"
"ENSG00000198899",51090.6825670106,0.194020339317163,0.0381535553112179,5.08524927059987,3.67143554111809e-07,1.22558588912794e-06,"ATP6","4508","ATP synthase F0 subunit 6"
"ENSG00000125354",344.505206882135,-0.519079492202338,0.102099446306456,-5.0840578571239,3.69455316425926e-07,1.23302365341605e-06,"SEPT6","23157","septin 6"
"ENSG00000164983",584.453773258059,0.416489114710955,0.0819243422713545,5.08382616404092,3.69906511442401e-07,1.23424998090064e-06,"TMEM65","157378","transmembrane protein 65"
"ENSG00000006451",1502.48703336756,0.299359076946636,0.0588948847908668,5.08293849303972,3.71640072960024e-07,1.23975359784627e-06,"RALA","5898","RAS like proto-oncogene A"
"ENSG00000132970",611.309261699637,0.420539237979551,0.0827573101033996,5.08159626568477,3.74276252303931e-07,1.24826508405869e-06,"WASF3","10810","WAS protein family member 3"
"ENSG00000087510",14.0875372405696,4.72336463894997,0.930251148802276,5.07751551291437,3.82402293537846e-07,1.27507805478751e-06,"TFAP2C","7022","transcription factor AP-2 gamma"
"ENSG00000183431",1285.41046104848,-0.303158551275264,0.0597123081897923,-5.07698597601841,3.83469163932743e-07,1.27834619724966e-06,"SF3A3","10946","splicing factor 3a subunit 3"
"ENSG00000182489",25.8137008067768,2.06302628472483,0.406369738354888,5.07672223103177,3.84001608162622e-07,1.27983168274553e-06,"XKRX","402415","XK related, X-linked"
"ENSG00000188522",729.373446515648,0.379042254781121,0.0746721042724257,5.07608910280959,3.85282670976566e-07,1.28381098911432e-06,"FAM83G","644815","family with sequence similarity 83 member G"
"ENSG00000180900",1364.56428268336,-0.295868544377389,0.0582908386029849,-5.07572976248515,3.8601158877968e-07,1.28594909480898e-06,"SCRIB","23513","scribbled planar cell polarity protein"
"ENSG00000136819",864.553260330991,0.35953850018362,0.0708433010096839,5.0751234775815,3.87244448727862e-07,1.28976467465564e-06,"C9orf78","51759","chromosome 9 open reading frame 78"
"ENSG00000221869",403.31543730341,0.500156391059501,0.0985552157768238,5.07488504912916,3.87730325192e-07,1.2910911732218e-06,"CEBPD","1052","CCAAT enhancer binding protein delta"
"ENSG00000188312",34.4987962978761,-1.61663999162579,0.318620644228084,-5.07387082699047,3.89803718386906e-07,1.29770210110373e-06,"CENPP","401541","centromere protein P"
"ENSG00000188452",115.627524842683,-0.854637914764428,0.168521751607925,-5.07138043967635,3.94940354613576e-07,1.31450563376127e-06,"CERKL","375298","ceramide kinase like"
"ENSG00000197818",315.530436284978,0.560327147078442,0.110505265501008,5.07059228841299,3.96579546296185e-07,1.31966343493185e-06,"SLC9A8","23315","solute carrier family 9 member A8"
"ENSG00000072315",17.5333411674997,-2.58329034658806,0.509620791428186,-5.06904425808162,3.99818260430562e-07,1.3301402984708e-06,"TRPC5","7224","transient receptor potential cation channel subfamily C member 5"
"ENSG00000117298",9119.74599415106,0.205323767658591,0.0405152114103547,5.06781923408934,4.02399270948991e-07,1.33842483756403e-06,"ECE1","1889","endothelin converting enzyme 1"
"ENSG00000257727",144.889462091031,0.770251708790991,0.152034438726567,5.06629757864455,4.05627649419748e-07,1.34885837029518e-06,"CNPY2","10330","canopy FGF signaling regulator 2"
"ENSG00000078237",674.49813509609,0.384703986286245,0.0759379303555252,5.06603201437204,4.06193631998147e-07,1.35043576548358e-06,"TIGAR","57103","TP53 induced glycolysis regulatory phosphatase"
"ENSG00000173517",2322.48107922087,0.355654570633662,0.070210034339371,5.06558035443412,4.07157980564795e-07,1.35317282572669e-06,"PEAK1","79834","pseudopodium enriched atypical kinase 1"
"ENSG00000101421",1721.67724592544,0.267421387561357,0.0527920632527812,5.06556044761651,4.07200534814621e-07,1.35317282572669e-06,"CHMP4B","128866","charged multivesicular body protein 4B"
"ENSG00000173599",393.890325555678,-0.480377927486363,0.0948406792459851,-5.06510424962714,4.08176913414238e-07,1.35611166589248e-06,"PC","5091","pyruvate carboxylase"
"ENSG00000149531",190.612435358315,0.669293103559771,0.132166547898324,5.06401290041003,4.10521850080053e-07,1.36359500258729e-06,NA,NA,NA
"ENSG00000185475",329.539265859661,0.545229651645363,0.107673824819771,5.06371583398279,4.1116239157583e-07,1.36541490019031e-06,"TMEM179B","374395","transmembrane protein 179B"
"ENSG00000072506",664.128108680809,-0.392666062216863,0.0775758892821867,-5.06170236461638,4.15529368284469e-07,1.37960617926932e-06,"HSD17B10","3028","hydroxysteroid 17-beta dehydrogenase 10"
"ENSG00000148362",117.836763030631,-0.8550114249753,0.168981887043222,-5.05978149454922,4.1973719709821e-07,1.39326279523275e-06,"PAXX","286257","PAXX, non-homologous end joining factor"
"ENSG00000241878",770.713377756795,0.393001026412258,0.0776788844331886,5.05930317202582,4.20791379076111e-07,1.39644749939737e-06,"PISD","23761","phosphatidylserine decarboxylase"
"ENSG00000183770",20.5195109936707,2.47292695412247,0.488816360863746,5.05901019710708,4.21438331732369e-07,1.39827963373968e-06,"FOXL2","668","forkhead box L2"
"ENSG00000124198",1572.40646907417,0.281392934473403,0.0556333098281421,5.0579937692483,4.23690274933025e-07,1.40543490253498e-06,"ARFGEF2","10564","ADP ribosylation factor guanine nucleotide exchange factor 2"
"ENSG00000135744",30.9585657428524,1.78568087427395,0.353075145932049,5.05750941364084,4.2476746724979e-07,1.40869102887656e-06,"AGT","183","angiotensinogen"
"ENSG00000011114",1033.61649787184,0.346251393134163,0.0684791320943734,5.05630522093917,4.27457018255887e-07,1.41729168392694e-06,"BTBD7","55727","BTB domain containing 7"
"ENSG00000169519",229.374188751484,-0.625576931999594,0.123765852037115,-5.05451965710216,4.31475319525995e-07,1.43029313071842e-06,"METTL15","196074","methyltransferase like 15"
"ENSG00000113441",663.18484599031,0.391136997574457,0.077392830116787,5.05391774644013,4.32838076707141e-07,1.43448787373732e-06,"LNPEP","4012","leucyl and cystinyl aminopeptidase"
"ENSG00000115183",783.285243896018,-0.373560930366885,0.0739311219742064,-5.05282376882114,4.35325538095497e-07,1.44209501364639e-06,"TANC1","85461","tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1"
"ENSG00000143207",797.905472754773,0.357294869700092,0.0707119419631706,5.05282219354383,4.35329129848878e-07,1.44209501364639e-06,"COP1","64326","COP1, E3 ubiquitin ligase"
"ENSG00000130347",87.5700042094349,-0.982058674425575,0.194485163725899,-5.04953002898286,4.42898315547584e-07,1.46683941000905e-06,"RTN4IP1","84816","reticulon 4 interacting protein 1"
"ENSG00000144381",4979.22608401379,-0.220070484461591,0.043589802742621,-5.04866896877264,4.44898873745898e-07,1.47313403757965e-06,"HSPD1","3329","heat shock protein family D (Hsp60) member 1"
"ENSG00000114544",496.488590483902,0.442497380532066,0.0876691710721488,5.04735444764164,4.47969809451591e-07,1.48296923892577e-06,"SLC41A3","54946","solute carrier family 41 member 3"
"ENSG00000157827",772.249076333749,0.420038254225552,0.083221500583917,5.04723240122309,4.48255964907906e-07,1.48358329459077e-06,"FMNL2","114793","formin like 2"
"ENSG00000164291",469.869942734329,-0.443291735146158,0.0878303992110566,-5.04713332887088,4.48488384004381e-07,1.48401926435935e-06,"ARSK","153642","arylsulfatase family member K"
"ENSG00000105325",816.216197222375,-0.367315682077321,0.0727978753694137,-5.04569233941751,4.5188204769946e-07,1.49491304579004e-06,"FZR1","51343","fizzy and cell division cycle 20 related 1"
"ENSG00000174807",7919.52227428727,-0.20617426348496,0.040864233620848,-5.04534761126107,4.5269757880947e-07,1.49727489149326e-06,"CD248","57124","CD248 molecule"
"ENSG00000105926",243.006917585588,-0.634402473963309,0.12575246167869,-5.04485133328263,4.53874128359613e-07,1.50082946012205e-06,"MPP6","51678","membrane palmitoylated protein 6"
"ENSG00000181544",35.8130078403058,-1.66550649024904,0.330233381736918,-5.04342256827287,4.57277861925924e-07,1.51174543047651e-06,"FANCB","2187","Fanconi anemia complementation group B"
"ENSG00000181027",717.409876468605,0.38203560438373,0.0757546166240647,5.04306696289675,4.58128836349211e-07,1.51421906035314e-06,"FKRP","79147","fukutin related protein"
"ENSG00000103111",501.415639034374,-0.432834324855791,0.0858286371391107,-5.0430059160121,4.58275076935118e-07,1.51436279907394e-06,"MON1B","22879","MON1 homolog B, secretory trafficking associated"
"ENSG00000218739",697.340554666777,-0.393264264946657,0.0779923431529199,-5.04234453086738,4.59862344470997e-07,1.51926725685128e-06,"CEBPZOS","100505876","CEBPZ opposite strand"
"ENSG00000166532",140.727551499225,-0.774180995253626,0.153540300444223,-5.04220060149526,4.60208464499604e-07,1.52007000219524e-06,"RIMKLB","57494","ribosomal modification protein rimK like family member B"
"ENSG00000122390",684.126785617708,0.377314885194269,0.0748395632753135,5.04165001345926,4.6153483424446e-07,1.52410943022515e-06,"NAA60","79903","N(alpha)-acetyltransferase 60, NatF catalytic subunit"
"ENSG00000118046",967.085179284982,0.340617772367821,0.0675791319708738,5.04028037108593,4.648503252963e-07,1.53471417881202e-06,"STK11","6794","serine/threonine kinase 11"
"ENSG00000167106",590.221838589472,-0.400730762678213,0.0795067292164167,-5.04021189939064,4.65016676146035e-07,1.53491954603366e-06,"FAM102A","399665","family with sequence similarity 102 member A"
"ENSG00000136044",982.828859929262,-0.370778203895035,0.0735719952259618,-5.03966492625711,4.6634760131102e-07,1.53896796867931e-06,"APPL2","55198","adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
"ENSG00000080823",154.926012239338,-0.734282215234483,0.145723569165228,-5.03887064694334,4.68286829076889e-07,1.54477162009562e-06,"MOK","5891","MOK protein kinase"
"ENSG00000179152",271.873931200436,-0.574984896826657,0.114110143450991,-5.03885876783255,4.68315890798428e-07,1.54477162009562e-06,"TCAIM","285343","T cell activation inhibitor, mitochondrial"
"ENSG00000143507",596.633228341411,-0.40376269892867,0.0801953694415941,-5.03473831145237,4.78502057655305e-07,1.57801819774533e-06,"DUSP10","11221","dual specificity phosphatase 10"
"ENSG00000108587",804.990843726724,0.35662584776026,0.0708811582986306,5.03132082376185,4.87112222115117e-07,1.60605367551065e-06,"GOSR1","9527","golgi SNAP receptor complex member 1"
"ENSG00000124466",26.0759906185871,1.96271790011407,0.390158032729161,5.03057155169876,4.89019843038373e-07,1.61198265414886e-06,"LYPD3","27076","LY6/PLAUR domain containing 3"
"ENSG00000149231",447.82925206052,0.457206820818626,0.0908882202763059,5.03042989981197,4.89381292776879e-07,1.61281339287693e-06,"CCDC82","79780","coiled-coil domain containing 82"
"ENSG00000175029",913.923822587749,-0.334327837471303,0.0664784169056404,-5.02911851745581,4.92739772694297e-07,1.62351861613426e-06,"CTBP2","1488","C-terminal binding protein 2"
"ENSG00000066629",1021.65845494585,0.323706819565281,0.0644186062915838,5.02505158370017,5.0329723796226e-07,1.65793354785154e-06,"EML1","2009","echinoderm microtubule associated protein like 1"
"ENSG00000126461",1819.04150765811,-0.276907447203192,0.0551079266461099,-5.02482063935061,5.03903252858665e-07,1.65955891410749e-06,"SCAF1","58506","SR-related CTD associated factor 1"
"ENSG00000137947",372.288840283779,0.486285152080231,0.0967963530580408,5.02379621460166,5.06599912710424e-07,1.66806736227128e-06,"GTF2B","2959","general transcription factor IIB"
"ENSG00000103423",666.561019023034,-0.420937473784893,0.0838119597270805,-5.0224034273343,5.10288568938363e-07,1.67983759861818e-06,"DNAJA3","9093","DnaJ heat shock protein family (Hsp40) member A3"
"ENSG00000081026",202.899381499931,-0.660912989856887,0.131600065780716,-5.02213267095294,5.11008640469146e-07,1.68183236785044e-06,"MAGI3","260425","membrane associated guanylate kinase, WW and PDZ domain containing 3"
"ENSG00000126934",2773.77872693061,0.245295672839905,0.0488804933505358,5.01827326252255,5.21379804104695e-07,1.71558284279861e-06,"MAP2K2","5605","mitogen-activated protein kinase kinase 2"
"ENSG00000203772",110.596613087093,-0.876448118516622,0.174667817305124,-5.01779968421757,5.22666318319715e-07,1.71943218736517e-06,"SPRN","503542","shadow of prion protein"
"ENSG00000129474",989.752725069577,-0.325420856028901,0.0648564063686234,-5.01755916261088,5.2332088652635e-07,1.7212013447055e-06,"AJUBA","84962","ajuba LIM protein"
"ENSG00000110514",709.053185498564,-0.369882318844374,0.0737682159930833,-5.01411500691646,5.32781139351688e-07,1.75192512980035e-06,"MADD","8567","MAP kinase activating death domain"
"ENSG00000054983",444.487825605581,0.453916355528929,0.0905298077082677,5.01399889185311,5.33102935188722e-07,1.75259225045982e-06,"GALC","2581","galactosylceramidase"
"ENSG00000179364",848.7075393482,0.349304939317411,0.0697002225528806,5.01153262534274,5.39982260058546e-07,1.77481234360902e-06,"PACS2","23241","phosphofurin acidic cluster sorting protein 2"
"ENSG00000129968",888.030390635174,-0.344583313578366,0.0687728153427283,-5.01045815648437,5.43006045232595e-07,1.78435297539308e-06,"ABHD17A","81926","abhydrolase domain containing 17A"
"ENSG00000197892",491.087989958091,-0.458982037459222,0.0916111940050674,-5.01010867115031,5.43993085644468e-07,1.78719797062599e-06,"KIF13B","23303","kinesin family member 13B"
"ENSG00000147669",287.869096517577,-0.563508189122237,0.112527226834521,-5.0077497239927,5.5070077368548e-07,1.80883173670082e-06,"POLR2K","5440","RNA polymerase II subunit K"
"ENSG00000186130",285.313826207198,0.559278315410123,0.111706972303531,5.00665539381416,5.53839522144466e-07,1.81873593524179e-06,"ZBTB6","10773","zinc finger and BTB domain containing 6"
"ENSG00000137210",303.918923155516,-0.531973673788011,0.106262421296155,-5.00622578799885,5.55076422449419e-07,1.82239169393173e-06,"TMEM14B","81853","transmembrane protein 14B"
"ENSG00000145425",3826.63913189359,-0.243038169964338,0.0485738610451382,-5.0034764528702,5.63055465785844e-07,1.84817627054605e-06,"RPS3A","6189","ribosomal protein S3A"
"ENSG00000148229",762.573389055916,-0.370244067477825,0.0739993793295422,-5.0033401743684,5.63453832290195e-07,1.84907205083342e-06,"POLE3","54107","DNA polymerase epsilon 3, accessory subunit"
"ENSG00000197136",1913.98883723688,0.293247740087973,0.058619615939141,5.00255307698406,5.65759981348099e-07,1.8562267598193e-06,"PCNX3","399909","pecanex homolog 3"
"ENSG00000144647",178.28701363235,-0.698434187435961,0.139624623501968,-5.00222790162881,5.66715379912995e-07,1.85894753375422e-06,"POMGNT2","84892","protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)"
"ENSG00000168653",2200.1462820796,0.249156297040972,0.0498267124180905,5.00045628036482,5.71947968397845e-07,1.87569407170615e-06,"NDUFS5","4725","NADH:ubiquinone oxidoreductase subunit S5"
"ENSG00000166860",236.818318587541,0.646109857282759,0.129237565372841,4.9993966956804,5.75099740634344e-07,1.88561067351923e-06,"ZBTB39","9880","zinc finger and BTB domain containing 39"
"ENSG00000130638",2111.86324698653,-0.274875719180216,0.0550100480624605,-4.99682746810385,5.82811673941423e-07,1.91047118562026e-06,"ATXN10","25814","ataxin 10"
